"calc_energy","calc_entropy","calc_kurtosis","calc_meanDeviation","calc_skewness","calc_uniformity","calc_mean","calc_median","calc_max","calc_min","calc_variance","calc_RMS","calc_sd"
3284.30286307574,11.0481144900977,-0.555930509198,0.00585322778743227,0.652768481110949,0.000700711375974211,0.225536496452152,0.199529411764706,0.547607843137255,0.0413333333333333,0.0106004519573328,0.247925321009763,0.102958496285313
48931.8585415025,11.7093560615091,-0.386668969024161,0.0256358742965862,-0.181014794194286,0.000421625522327274,0.441837189207154,0.437372549019608,0.670313725490196,0.117882352941176,0.0108938713060893,0.453997717158029,0.104373709841556
87451.3608814041,13.1070699223005,0.386819764986746,0.0321285026686586,-0.292239582780905,0.000151572783032941,0.5567560300426,0.555607843137255,0.994352941176471,0.0880392156862745,0.0145368886696202,0.569661400934798,0.120569020356061
8890.3040393218,10.7378702281514,-0.972346032398836,0.00729327090641645,0.219298078823202,0.00104248984420807,0.348872257928955,0.334392156862745,0.577372549019608,0.0888627450980392,0.00987563639800684,0.362749696869606,0.0993762365860513
50059.3990917832,12.1806374428688,-0.645132689856947,0.0363539677412068,0.153570215050614,0.000300189444841024,0.416672588717365,0.403764705882353,0.74078431372549,0.090078431372549,0.017790139912562,0.437499849233081,0.133379683282582
30644.6355573672,11.4203151554379,-0.816699110098683,0.0191482704117688,-0.163620745126953,0.000496582537487534,0.402148805324093,0.404078431372549,0.619372549019608,0.14956862745098,0.0101958096424737,0.414631660714152,0.10097430189149
9464.1519589604,10.9517179156537,-1.0166363822094,0.00739461145947058,-0.227892896661308,0.000713339255164014,0.374866426838746,0.378078431372549,0.566549019607843,0.0853333333333333,0.0119090671627143,0.390427603175021,0.109128672505049
26032.5837172703,10.9203304569142,-0.160953191148611,0.0133276524603916,-0.69967502374648,0.000731549946277408,0.421908337761202,0.436823529411765,0.596392156862745,0.126039215686275,0.00921354418017764,0.432689407532689,0.0959872084195474
18903.9331877509,11.4341665514784,-0.18467147885077,0.022871852265703,1.00236071319643,0.000584316679004472,0.314644532156841,0.263254901960784,0.683450980392157,0.119686274509804,0.0182420778703271,0.342407865488277,0.13506323656098
33614.2119647166,11.6137472103185,-1.16075240483159,0.0155159836387689,0.301911142477301,0.000428612713362002,0.341694557919374,0.323686274509804,0.632980392156863,0.111176470588235,0.0138550015673041,0.361400219486025,0.117707270664578
88382.3365555217,11.0011862940046,-1.0035189288966,0.017116485682978,-0.182969149030906,0.000723823537611008,0.465854676056477,0.47321568627451,0.639254901960784,0.217803921568627,0.00723691117956473,0.473558308997559,0.0850700369082131
94940.0979701269,11.9181176706258,-0.872380357138431,0.0397033577064649,0.599284008038141,0.000365837377836073,0.391806453826779,0.349333333333333,0.751607843137255,0.145607843137255,0.0208337110104358,0.417547566167221,0.144338875603338
97528.4608881876,11.1595081906294,-0.562991689592534,0.0142811924302054,-0.0065490665154271,0.000613315315867244,0.474735083408514,0.470156862745098,0.660823529411765,0.22156862745098,0.00481703808724967,0.4797816442266,0.0694048851828866
220011.903765602,10.1324180870043,-0.479712464450237,0.0139432493397191,-0.377082893040689,0.00137437629271189,0.622545443337409,0.628078431372549,0.735803921568627,0.343882352941176,0.00255894679704384,0.624597287281757,0.0505860336164424
66405.1496436986,11.2457511065901,1.02054162370143,0.00901713478588548,-0.869671262957912,0.000658898049795924,0.447756362039745,0.454156862745098,0.578941176470588,0.187176470588235,0.00379818964701441,0.451977806656045,0.0616294543786849
251194.550237436,10.4091453159319,-0.839498327054855,0.0331303804923285,-0.437713468999216,0.00108121426005127,0.521844707958471,0.532156862745098,0.687137254901961,0.289803921568627,0.00542436617048238,0.527016374885081,0.0736502964724676
49326.9312739362,11.7668710220029,-0.683783161350624,0.0287091628084697,0.753199319507261,0.000464506395913207,0.32005204420218,0.272705882352941,0.704745098039216,0.096156862745098,0.0205605946165667,0.350704796585255,0.143389660075498
45952.5433178793,12.3535137975982,1.81138520233858,0.0367022715225643,1.52333201234296,0.000330814688297315,0.233675598108025,0.190352941176471,0.765686274509804,0.0665098039215686,0.0159692704938888,0.265656791969564,0.126369578989126
143930.501551679,11.2928106233168,-0.488150209655104,0.0210561758589579,0.0109504645510783,0.00060537971052056,0.501970434120738,0.494156862745098,0.718823529411765,0.166470588235294,0.00607109899903969,0.50798169735321,0.0779172573891027
40536.1815003475,12.3053678557479,0.0192304124810514,0.0160434288024216,0.943364980474824,0.000271691448590778,0.328776456949861,0.296980392156863,0.624470588235294,0.113450980392157,0.00977910008949997,0.343326419458032,0.0988893325364267
183172.308149664,11.5744226076858,-0.615341126235235,0.0311194124992869,0.110849576572914,0.000451952633469931,0.476393110197626,0.474196078431373,0.697490196078431,0.214745098039216,0.00678674188531336,0.483463678748316,0.0823816841616712
245375.632407502,12.4449333608788,-1.02441857322624,0.0808531622457012,-0.0119806671757013,0.000265987157022946,0.495426113295984,0.471647058823529,0.813803921568627,0.0610196078431373,0.0326999035191963,0.527396340703655,0.180831146430023
9621.93116718032,10.610192349222,-0.814282638470434,0.00602515333445294,0.664339917295103,0.00118398918104596,0.269415685152342,0.236352941176471,0.52678431372549,0.0590980392156863,0.0108499068815488,0.288850522251368,0.10416288629617
178313.407425825,12.7756290192884,-0.39708224585563,0.0604869281132897,0.786320127788581,0.000209255566379567,0.432301098895581,0.39356862745098,0.835058823529412,0.148509803921569,0.0206789997605368,0.45559106202357,0.14380194630302
98571.7874191711,12.5403636146987,-1.11868717214712,0.0465523332039707,0.302344342931433,0.000228570082994079,0.391711916356858,0.362666666666667,0.779607843137255,0.0766274509803922,0.0285343526571314,0.426582378206217,0.168921143309923
18700.2018280123,11.1442613871037,-1.05845657830524,0.0163438972427496,0.601747925933346,0.000940752716174352,0.256680235710962,0.204470588235294,0.601176470588235,0.046156862745098,0.0221465519324183,0.296700507384418,0.148817176200929
96287.5585619485,11.7346430834433,-1.02403835771421,0.028105405512035,-0.107496578478147,0.00041595363428519,0.43201696765777,0.437529411764706,0.698156862745098,0.135843137254902,0.0140465766710983,0.447979026003503,0.118518254590162
69824.3538217808,10.6578039697949,-0.881990985090933,0.0171933373865066,-0.185483727590939,0.000913321089626959,0.433582564279281,0.432745098039216,0.697450980392157,0.163725490196078,0.00942077044272377,0.44431360980095,0.0970606534220936
181026.591444146,11.0937980481683,-0.701546491307446,0.0332776555656669,-0.103868852039203,0.000745886543373963,0.495693472695951,0.489098039215686,0.693607843137255,0.209176470588235,0.00957071246884983,0.505255101751238,0.0978300182400567
245362.651800506,11.190305178949,-0.867268073678554,0.0442351786782534,-0.353658149238278,0.000626055711126565,0.542125258869528,0.554666666666667,0.742745098039216,0.22121568627451,0.0119132351500023,0.553003631639104,0.109147767498938
204396.165501993,11.4703701581643,-1.43599753725867,0.0671735409684955,-0.278613697429147,0.000541885025516852,0.501972485566259,0.544156862745098,0.770196078431372,0.168509803921569,0.0303329624013871,0.531327861843764,0.174163608142996
14459.6326319569,11.3555878551978,-1.05787349450979,0.00772018506789291,0.273911496871047,0.000508233538808328,0.306294304036692,0.291490196078431,0.557019607843137,0.0932156862745098,0.0125704293095744,0.326169491994798,0.112117925906496
157914.332814105,12.5152222928272,-1.28606532845069,0.074898973212509,0.310363590025253,0.000232766399947665,0.421994133360933,0.384745098039216,0.823294117647059,0.115647058823529,0.0393299475830328,0.466271318039698,0.198317794418536
42393.4536703237,11.1462777522758,0.0134326806847787,0.0193326887981867,0.903553805541563,0.00069143498877416,0.298974615243541,0.275058823529412,0.651333333333333,0.115254901960784,0.00885908458520767,0.313440400418818,0.0941227102521366
25858.9633710358,11.8222048876102,-1.02669192342266,0.029836378202182,0.289027574739616,0.000366744615174527,0.347889611972913,0.322745098039216,0.634352941176471,0.0471372549019608,0.0163342675389986,0.370622938970256,0.127805584928823
39179.3846204368,11.9666237071434,-0.0108159706870197,0.037773446082226,0.78746302200056,0.000398658056592214,0.374315029812348,0.347960784313725,0.779254901960784,0.0790980392156863,0.0170036812034482,0.396377792717367,0.130398164110727
29972.4517517278,11.2537458170255,1.64517888913698,0.0344465364208018,1.67198751264557,0.000954818467733188,0.307599198074188,0.247686274509804,0.755098039215686,0.128235294117647,0.0179507388066761,0.335511457397106,0.133980367243399
65347.4766961815,12.9177642530833,-0.974585928054426,0.0506489624011909,-0.317911839641387,0.000181122445973652,0.446995074999088,0.472705882352941,0.799294117647059,0.0588235294117647,0.0258716894958765,0.475053888755746,0.160846788888919
223878.062927176,11.2580575796689,-1.09976943776369,0.0295340437830181,-0.0719740410991612,0.0005360210505463,0.558425659455556,0.565607843137255,0.737843137254902,0.256980392156863,0.00681395311100743,0.564493720559275,0.0825466723194063
37545.6284069235,11.346414173481,-0.62204857806095,0.00847954527241329,-0.0700133167318464,0.00055024421724078,0.437590495084767,0.429764705882353,0.643098039215686,0.151607843137255,0.00862134985943423,0.447332924452025,0.0928512243292151
20263.5259786651,11.1279762818523,-0.392022332074387,0.00441394465886056,-0.547031809329387,0.000598686469380002,0.444309684873736,0.453411764705882,0.611921568627451,0.154235294117647,0.00839155035812493,0.453654671753278,0.0916054057254534
84547.3109442476,12.7316916175111,-0.962792952483441,0.0226200270162127,0.537374991787128,0.000210995078709362,0.266542187914265,0.231333333333333,0.757647058823529,0.0256470588235294,0.0200843946949423,0.301875986102158,0.141719422433703
125763.653577813,10.6677821315142,3.82351773512583,0.0048526073435397,-1.7733480348412,0.00111890655473756,0.593933999576653,0.611411764705882,0.834,0.218705882352941,0.00358405025761987,0.596943578536204,0.059866937934221
110445.172004943,12.673620716484,-1.19128180271607,0.0343469424301095,0.360471213757315,0.000211355088700223,0.336569395566306,0.305686274509804,0.721647058823529,0.0687450980392157,0.0232273364023122,0.369467543535325,0.152405171835841
51507.8936789358,12.5509947084872,-1.11583250796006,0.0143410906698167,-0.0218831145475817,0.000226848787133323,0.334308855744802,0.337960784313725,0.710509803921569,0.0410588235294118,0.0176362447255213,0.359720184934042,0.132801523807226
274310.7033647,12.5503279430749,-1.01309409531411,0.0413285428669811,0.00863970843349966,0.000225315174582705,0.459187034931894,0.45556862745098,0.978196078431372,0.141764705882353,0.0160493020523105,0.476342336798157,0.126685839983443
155793.628025301,10.5139434592916,0.358418837745388,0.0037616173347376,0.0322958832885579,0.000896406887363783,0.59902137647241,0.598313725490196,0.977411764705882,0.380392156862745,0.00118260882402314,0.600007679585971,0.0343890800112934
34035.0093802599,11.8686037986807,-0.311845195641746,0.00789354591120916,0.802482718642628,0.000409528405936658,0.303052330242244,0.278705882352941,0.575882352941177,0.113176470588235,0.00786696541183955,0.315765193190025,0.0886959154180143
47091.3007560953,11.3462660438227,-0.314965933130704,0.00325846223365424,-0.564551876295197,0.000538052376896163,0.497376104949317,0.509764705882353,0.683411764705882,0.242627450980392,0.00446372021034049,0.501843288400563,0.0668110785000548
29678.680571311,12.7892329290316,-0.981234773103631,0.00930337762821163,0.103111902198854,0.000191085266175995,0.318764405407014,0.317176470588235,0.661098039215686,0.0318823529411765,0.0199619878087152,0.348672700670697,0.141286898928086
297487.107431962,11.6316738853613,1.5963038243117,0.0204333233840339,-1.40270724394996,0.000556569655395213,0.578192208904818,0.607607843137255,0.903450980392157,0.174627450980392,0.00973479856858469,0.58655009824278,0.098665082823584
81922.6927560815,12.9585679485109,-0.370376345746485,0.0219234178718681,0.694957658608476,0.000165256619586562,0.310370375234408,0.27921568627451,0.991529411764706,0.0768627450980392,0.0117672140951802,0.328781034111599,0.108476790582964
350268.715682178,13.001936016458,-0.763834152506605,0.0630987362292205,0.762629376977844,0.000191900524829156,0.445110114846951,0.363686274509804,0.946823529411765,0.031921568627451,0.0366964926224625,0.484581760243067,0.191563286207098
10956.8871977747,11.6795166259073,1.08863228006443,0.00178864311333151,-0.604961569152931,0.000429171070768312,0.342945853681001,0.349254901960784,0.757803921568627,0.0288235294117647,0.00670476105266007,0.352585512376238,0.0818826053118736
183390.286975611,13.2920425119822,-0.720539701398974,0.0575949026406979,0.672197765707356,0.000130641467466657,0.344375956782377,0.290509803921569,0.99643137254902,0.0438039215686275,0.0296065811296459,0.384969293338772,0.172065630297413
43760.0726626005,12.5058908029352,-1.23132014274983,0.00788432168645586,0.00923378492830716,0.000227339428882372,0.32732591577978,0.332352941176471,0.665725490196078,0.0404313725490196,0.0165944070212266,0.351762157202438,0.128819280471623
67742.8381358524,12.3238640228085,-1.2186628656393,0.0225889225327473,0.223522507846777,0.000244604698195209,0.311190285822506,0.297607843137255,0.941372549019608,0.0580392156862745,0.0196265080104847,0.341270960174163,0.14009463947805
294269.511909347,12.4187265135411,-0.419616075805064,0.0287830387030405,-0.418395947515031,0.000268205008279681,0.506182421178653,0.516392156862745,0.742901960784314,0.161764705882353,0.0100258974914469,0.515990825432574,0.100129403730607
87197.3497118585,11.7819243103627,-0.917226368228224,0.00725075342395302,-0.0354159192639438,0.000378117246933083,0.506943199017068,0.505450980392157,0.76235294117647,0.284117647058823,0.00657291363620021,0.513385138856249,0.0810735076100708
189685.455576031,11.9677138654225,-0.405486357084851,0.0143327086573316,-0.31873668151367,0.000344690836333619,0.539291802939495,0.543372549019608,0.80078431372549,0.195529411764706,0.00737958100673565,0.546090851528031,0.0859044876984646
17710.3465999846,12.4751517827735,-0.664215372916777,0.00248479330350503,0.225018273718662,0.0002237546165525,0.411701643616372,0.408352941176471,0.666862745098039,0.141411764705882,0.00928047201113845,0.422822210491638,0.0963352064986547
315653.370999416,11.8414278369703,-1.18545623946026,0.03286425793409,-0.0792740758729667,0.000384522827433855,0.517174360470892,0.517705882352941,0.911686274509804,0.221058823529412,0.0106761465062436,0.527394971749997,0.103325439782484
